id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,
1583,P. E.,"1986,",Utgoff "Shift of Bias for Inductive Concept Learning",,,,,"in Machine Learning: An Artificial Intelligence Approach,",Morgan Kaufmann.,,,,,,,,,,
1584,P. E.,"1986,",Utgoff "Shift of Bias for Inductive Concept Learning",,,,,"in Machine Learning: An Artificial Intelligence Approach,",Morgan Kaufmann.,,,,,,,,,,
1585,"Utgoff, P. E.","1986,",Shift of Bias for Inductive Concept Learning.,,,,"In R. S. Michalski, J. G. Carbonell and T. M. Mitchell, Ed.,","Machine Learning: An Artificial Intelligence Approach,","Morgan Kaufmann,",,"Los Altos, CA,",,,,"Volume II,",pp. 107-148.,,,
1586,P. Utgoff.,1986.,Shift Of Bias For Inductive Concept Learning.,,,,"In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors,",,"Morgan Kaufman,",,"Los Altos, Ca,",,,"Machine Learning,",,page 107.,,,
1587,P. Utgoff.,1986.,Shift Of Bias For Inductive Concept Learning.,,,,"In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors,",,"Morgan Kaufman,",,"Los Altos, Ca,",,,"Machine Learning,",,page 107.,,,
1588,P. Utgoff.,1986.,Shift Of Bias For Inductive Concept Learning.,,,,"In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors,",,"Morgan Kaufman,",,"Los Altos, Ca,",,,"Machine Learning,",,page 107.,,,
1589,"Utgoff, P. E., & Saxena, S.",(1987).,Learning a preference predicate.,,,,,Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kauf-mann.,,"Irvine, CA:",,,,,(pp. 115-121).,,,
1590,"Utgoff, P., and Saxena, S.",1987.,Learning a preference predicate.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,115-121.,,,
1591,"P. Utgoff and S. Saxena,",1987.,""Learning a Preference Predicate,"",,,,,"Proceedings of the 4th International Conference on Machine Learning,",,,,,,,,"pp. 115-121,",,,
1592,"Utgoff, P. and Saxena, S.",(1987).,Learning a preference predicate.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,pages 115-121.,,,
1593,"Utgoff, P.E., and P.S. Heitman.",1988.,Learning and Generalizing Move Selection Preferences.,,,,,"In Proceedings of the AAAI 1988 Spring Symposium Series: Computer Game Playing,",,,"Stanford, California.",,,,,36-40.,,,
1594,Utgoff P.E.,(1988):,""ID5: An Incremental ID3",",,,,"Laird (ed.),","in Proc. of 5th International Workshop on Machine Learning , J.",Morgan Kaufmann Inc.,,"Ann Harbour,",,,,,,,,
1595,Utgoff P.E.,(1988):,""ID5: An Incremental ID3",",,,,"Laird (ed.),","in Proc. of 5th International Workshop on Machine Learning , J.",Morgan Kaufmann Inc.,,"Ann Harbour,",,,,,,,,
1596,"Utgoff, P.",(1988).,ID5R: An incremental ID3.,,,,,Proceedings of the Fifth International Conference on Machine Learning,Morgan Kaufmann.,,"Ann Arbor, Michigan:",,,,27,(pp. 107 - 120).,,,
1597,"Utgoff, P.",(1988).,ID5R: An incremental ID3.,,,,,Proceedings of the Fifth International Conference on Machine Learning,Morgan Kaufmann.,,"Ann Arbor, Michigan:",,,,28,(pp. 107 - 120).,,,
1598,"Utgoff, P.",1988.,ID5: An Incremental ID3.,,,,,In Proceedings of the Fifth International Conference on Machine Learning.,,,,,,,,107-120.,,,
1599,"Utgoff, P.",1988.,ID5: An Incremental ID3.,,,,,In Proceedings of the Fifth International Conference on Machine Learning.,,,,,,,,107-120.,,,
1600,"Utgoff, P.",1988.,ID5: An Incremental ID3.,,,,,In Proceedings of the Fifth International Conference on Machine Learning.,,,,,,,,107-120.,,,
1601,"Utgoff, P.",1988.,ID5: An Incremental ID3.,,,,,In Proceedings of the Fifth International Conference on Machine Learning.,,,,,,,,107-120.,,,
1602,"Utgoff, P. E.",(1988).,An incremental ID3.,,,,,In Proceedings of the Fifth National Conference on Machine Learning.,,,,,,,,,,,
1603,"Utgoff, P. E.",(1988a).,ID5: An incremental ID3.,,,,,In Proceedings of the Fifth International Conference on Machine Learning,Morgan Kaufmann.,,"Ann Arbor, MI:",,,,,(pp. 107-120).,,,
1604,"Utgoff, P. E.",(1988a).,ID5: An incremental ID3.,,,,,In Proceedings of the Fifth International Conference on Machine Learning,Morgan Kaufmann.,,"Ann Arbor, MI:",,,,,(pp. 107-120).,,,
1605,P. Utgoff. ID5:,1988.,An Incremental ID3.,,,,,"In Proceedings of the Fifth International Conference on Machine Learning,",,,,,,,,"pages 107-120,",,,
1606,P. Utgoff. ID5:,1988.,An incremental ID3.,,,,,"In Proc. 5th Intl. Conf. Mach. Learning,","Morgan Kaufmann,",,,,,,,pages 107-120.,,,
1607,P. Utgoff. ID5:,1988.,An incremental ID3.,,,,,"In Proc. 5th Intl. Conf. Mach. Learning,","Morgan Kaufmann,",,,,,,,pages 107-120.,,,
1608,P. Utgoff. ID5:,1988.,An incremental ID3.,,,,,"In Proc. 5th Intl. Conf. Mach. Learning,","Morgan Kaufmann,",,,,,,,pages 107-120.,,,
1609,"Utgoff, P. E.",(1988).,Id5: an incremental id3.,,,,"J. Laird, Ed.,","In Proc. 5th Int. Conf. on Machine Learning Ca,","Kaufmann,",,,,,,,pp. 107-120.,,,
1610,P. E. Utgoff. Id5:,1988.,an incremental id3.,,,,"In J. Laird, editor,","Proc. 5th Int. Conf. on Machine Learning,","Kaufmann,",,"Ca,",June,,,,"pages 107-120,",,,
1611,Paul E. Utgoff. ID5:,,An incremental ID3.,,,,"In John E. Laird, editor,","Proceedings of the Fifth International Conference on Machine Learning,",Morgan Kaufman.,,"San Mateo, CA,",,,,,"pages 107-120,",,June 1988.,
1612,P. E. Utgoff.,1988.,An incremental ID3.,,,,,"In Proceedings of the Fifth National Conference on Machine Learning,",,,,,,,,,,,
1613,"Utgoff, P.E.; ID5:","1988,",An Incremental ID3.,,"University of Michigan,",,,"Proceedings of the Fifth National Conference on Machine Learning,",,,,June,,,,pp 107-120.,,,
1614,"P.E. Utgoff, ID5:",,an incremental ID3.,,,,,"Proceedings of the Fifth International Conference on Machine Learning,","Morgan Kaufmann,",,"San Mateo, CA:",,,,,107-120.,,,
1615,"Utgoff, P.",(1988).,Perceptron trees: A case study in hybrid concept representations.,,,,,Proceedings of the Seventh National Conference on Artificial Intelligence,,,"Boston, MA:",,Morgan Kaufmann. Appeared in: Machine Learning: Proceedings of the Eighth International Workshop (ML91).,,,(pp. 601-606).,,,
1616,"Utgoff, P.",(1988).,Perceptron trees: A case study in hybrid concept representations.,,,,,Proceedings of the Seventh National Conference on Artificial Intelligence,,,"Boston, MA:",,Morgan Kaufmann. Appeared in: Machine Learning: Proceedings of the Eighth International Workshop (ML91).,,,(pp. 601-606).,,,
1617,"Utgoff, P. E.",(1988).,Perceptron trees: A case study in hybrid concept representations.,,,,,Proceedings of the Seventh National Conference on Artificial Intelligence,Morgan Kaufmann.,,"St. Paul, MN:",,,,,(pp. 601-606).,,,
1618,"Utgoff, P. E.",(1988).,Perceptron trees: A case study in hybrid concept representations.,,,,,Proceedings of the Seventh National Conference on Artificial Intelligence,Morgan Kaufmann.,,"St. Paul, MN:",,,,,(pp. 601-606).,,,
1619,"Utgoff, P. E.",(1988).,Perceptron trees: A case study in hybrid concept representations.,,,,,"Proceedings of the Seventh National Conference on Artificial Intelligence,",,,,,,,,pages 601-606.,,,
1620,"Utgoff, P. E.",(1988b).,Perceptron trees: A case study in hybrid concept representations.,,,,,In Proceedings of the Seventh National Conference on Artificial Intelligence,Morgan Kaufmann.,,"St. Paul, MN:",,,,,(pp. 601-606).,,,
1621,"Utgoff, P. E.",(1988b).,Perceptron trees: A case study in hybrid concept representations.,,,,,In Proceedings of the Seventh National Conference on Artificial Intelligence,Morgan Kaufmann.,,"St. Paul, MN:",,,,,(pp. 601-606).,,,
1622,"Utgoff, P. E.",1988.,Perceptron Trees: A Case Study in Hybrid Concept Representation.,,,,,"In AAAI-88 Proceedings of the Seventh National Conference on Artificial Intelligence,",Morgan Kaufmann.,,"San Mateo, CA:",,,,,601-6.,,,
1623,"Utgoff, P. E.",1988.,Perceptron trees: a case study in hybrid concept representation.,,,,,"In Proceedings of the Seventh National Conference on Artificial Intelligence,",Morgan Kaufmann.,,,,,,,601-606.,,,
1624,Paul. E. Utgoff.,1990.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1(4),",,,,
1625,"Utgoff, P. E.",1988.,Perceptron Trees: A Case Study in Hybrid Concept Representation.,,,,,"In A A A I - 8 8 Proceedings of the Seventh National Conference on Artificial Intelligence,",Morgan Kaufmann.,,"San Mateo, CA:",,,,,601-6.,,,
1626,Paul E. Utgoff.,1988.,Perceptron trees: a case study in hybrid concept representation.,,,,,"In Proceedings of the Seventh National Conference on Artificial Intelligence,","Morgan Kaufmann,",,,,,,,pages 601-606.,,,
1627,Paul E. Utgoff.,1988.,Perceptron trees: a case study in hybrid concept representation.,,,,,"In Proceedings of the Seventh National Conference on Artificial Intelligence,","Morgan Kaufmann,",,,,,,,pages 601-606.,,,
1628,P.E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,This article was processed using the L a T E X macro package with LLNCS style,"Machine Learning,",(4),":161-186,",,,
1629,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,":161 - 186,",,,
1630,P. Utgoff,(1989),. Incremental induction of decision trees.,,,,,,,,,,,Machine Learning.,"Vol.4,",161-186.,,,
1631,Utgoff P. E.,(1989).,"Incremental Induction of Decision Trees,",,,,,,,,,,,"Machine Learning,",4,161-186.,,,
1632,"Utgoff, P.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4(2),161-186.,,,
1633,"Utgoff, P.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1634,"Utgoff, P.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1635,"Utgoff, P.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1636,"Utgoff, P.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1637,"Utgoff, P.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1638,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4 ,",161-186.,,,
1639,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4 ,",161-186.,,,
1640,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4 ,",161-186.,,,
1641,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1642,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1643,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1644,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1645,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1646,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1647,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1648,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1649,"Utgoff, P. E.",(1989).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1650,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representa tions.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1651,"Utgoff, P. E.",(1989a).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1652,"Utgoff, P. E.",(1989a).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1653,"Utgoff, P. E.",(1989b).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1654,"Utgoff, P. E.",(1989b).,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1655,"Utgoff, P. E.",1989.,Incremental induction of decision trees.,,,,,Machine Learning,,,,,,,4,161-186.,,,
1656,"Utgoff, P. E.",1989.,Incremental induction of decision trees.,,,,,Machine Learning,,,,,,,4,161-186.,,,
1657,"Utgoff, P. E.",1989.,Incremental induction of decision trees.,,,,,Machine Learning,,,,,,,4(2),161-186.,,,
1658,"Utgoff, P.,",1989.,Incremental Induction of Decision Trees.,,,,,"Machine Learning 4,",,,,,,,,161-186.,,,
1659,"Utgoff, P.E.",,(1989) Incremental induction of decision trees.,,,,,Machine Learning,,,,,,,"4(2),",pp. 161-186.,,,
1660,"Utgoff, P.E.",(1989),Incremental induction of decision trees.,,,,,,,,,,,Machine Learning,4:,161-186.,,,
1661,"Utgoff, P.E.",(1989).,"Incremental Decision Tress. Machine Learning,",,pp.161-186.,,,,,,,,,,,,"vol.4,",,
1662,"Utgoff, P.E.",1989.,Incremental induction of decision trees.,,,,,,,,,,,Machine Learning,4(2),161-186.,,,
1663,P. E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1,"377-391,",,,
1664,P. E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1,"377-391,",,,
1665,P. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4(2),"161-186,",,,
1666,P. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4(2),"161-186,",,,
1667,P.E. Utgoff.,,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",(4):,"161-186,",,1989.,
1668,P.E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4(2),"161-186,",,,
1669,"Utgoff, P.",1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1670,"Utgoff, P.",1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1671,"Utgoff, P.",1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1672,P. E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",,,,
1673,P.E. Utgoff.,,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",(4):,161-186,,1989.,
1674,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1675,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1676,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1677,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1678,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1679,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1680,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1681,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1682,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1683,Paul E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1684,P. E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1685,P. E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1686,P.E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,",4,"161-186,",,,
1687,Utgoff P.E.:,1989,"Incremental Learning of Decision trees.,",,,,,,,,,,,Machine Learning,4,"161-186,",,,
1688,"P.E. Utgoff,",,Incremental induction of decision trees.,,,,,,,,,,,"Machine Learning,","4,",161-186.,,,
1689,P. E. Utgoff.,1989.,Improved training via incremental learning.,,,,,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,
1690,P. E. Utgoff.,1989.,Improved training via incremental learning.,,,,,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,
1691,"P. E. Utgoff,",1989,"Improved Training via Incremental Learning,",,,,,"Proceedings of the Sixth International Workshop on Machine Learning,","(Morgan Kaufmann,",,,,,,,pgs. 62 - 65.,,,
1692,"Utgoff, P. E.",(1989a).,Improved training via incremental learning.,,,,,In Proceedings of the Sixth International Workshop on Machine Learning,Morgan Kaufmann.,,"Ithaca, NY:",,,,,(pp. 362-365,,,
1693,"Utgoff, P. E.",(1989a).,Improved training via incremental learning.,,,,,In Proceedings of the Sixth International Workshop on Machine Learning,Morgan Kaufmann.,,"Ithaca, NY:",,,,,(pp. 362-365,,,
1694,"Utgoff, P. E.",(1989a).,Improved training via incremental learning.,,,,,Proceedings of the Sixth International Workshop on Machine Learning.,Morgan Kaufmann.,,"Ithaca, NY:",,,,,,,,
1695,"Utgoff, P. E.",(1989a).,Improved training via incremental learning.,,,,,Proceedings of the Sixth International Workshop on Machine Learning.,Morgan Kaufmann.,,"Ithaca, NY:",,,,,,,,
1696,"Utgoff, Paul E.",(1989).,"Improved Training via Incremental Learning,",,,,,"Proc. of the 6th Int'l Workshop on Machine Learning,",,,,,,,,62-65.,,,
1697,"Utgoff, Paul E.",(1989).,"Improved Training via Incremental Learning,",,,,,"Proc. of the 6th Int'l Workshop on Machine Learning,",,,,,,,,62-65.,,,
1698,Paul E. Utgoff.,1989.,Improved training via incremental learning.,,,,,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,
1699,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representa-tions.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1700,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1701,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1702,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1703,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1704,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1705,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1706,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1 (4),",377-391.,,,
1707,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1708,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1709,"Utgoff, P. E.",(1989).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1710,"Utgoff, P. E.",(1989b).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1711,"Utgoff, P. E.",(1989b).,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1,",377-391.,,,
1712,"Utgoff, P.E.","(1989),","Perceptron Trees: A case study in hybrid concept representations,",,,,,,,,,,,"Connection Science,","1,",pp. 337-391.,,,
1713,"Utgoff, P.E.","(1989),","Perceptron Trees: A case study in hybrid concept representations,",,,,,,,,,,,"Connection Science,","1,",pp. 337-391.,,,
1714,"Utgoff, P., E.,",(1989),Perceptron Trees: A case study in Hybrid Concept Representations.,,,,,,,,,,,"Connection Science,",Volume 1.,,,,
1715,"Utgoff, P., E.,",(1989),Perceptron Trees: A case study in Hybrid Concept Representations.,,,,,,,,,,,"Connection Science,",Volume 1.,,,,
1716,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1717,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1718,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1719,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1720,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1721,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1722,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1723,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1724,Paul E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1725,P. E. Utgoff.,1989.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,",1(4),"377-391,",,,
1726,"Utgoff, P.",(1989).,Perceptron trees: A case study in hybrid concept representation.,,,,,16 Set Curves Set Curves 17 Set Curves Set Curves 18 Set Curves Set Curves 19,,,,,,Connection Science.,,,,,
1727,"Utgoff, P.",(1989).,Perceptron trees: A case study in hybrid concept representation.,,,,,Connection Science. Set Curves Set Curves Set Curves Set Curves Curves Curves,,,,,,,,,,,
1728,"Utgoff, P. E., Saxena, S., Callan, J. P., & Fawcett, T. E.",(1989).,"Representation problems in machine learning: A proposal,",,Department of Computer and Information Science.,,,,,,"Amherst, MA: University of Massachusetts,",,,,,,"(COINS Technical Report 89-23),",,
1729,"Utgoff, P. E. and Brodley, C. E.",(1990).,An incre-mental method for finding multivariate splits for decision trees.,,,,,"Proceedings of the Ninth National Conference on Artificial Intelligence,",,,,,,,6,pages 58-65.,,,
1730,"Utgoff, P. E. and Brodley C. E.",(1990),An incremental method for finding multivariate splits for decision trees.,,,,,In Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1731,"Utgoff, P. E. and Brodley C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,In Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1732,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding mul-tivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",,,"Los Altos, CA.",,,,,,,,
1733,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,In Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1734,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",,,"Los Altos, CA.",,,,,,,,
1735,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1736,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1737,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1738,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1739,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1740,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1741,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings of the Seventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Los Altos, CA.",,,,,pp. 58-65.,,,
1742,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1743,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1744,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1745,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,14,(pp. 58-65).,,,
1746,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,14,(pp. 58-65).,,,
1747,"Utgoff, P. E., & Brodley, C. E.",(1990).,An incremental method for finding multivariate splits for decision trees.,,,,,Proceedings of the Seventh International Conference on Machine Learning,Morgan Kaufmann.,,"Austin, TX:",,,,,(pp. 58-65).,,,
1748,"Utgoff, P. E., and Brodley, C. E.",1990.,An incremental method for finding multivariate splits for decision trees.,,,,,"In Proceedings 7th International Conference on Machine Learning,",Morgan Kaufmann.,,San Francisco:,,,,,58-65.,,,
